Content ID,Content Type,Category,Reaction Type,Datetime,Sentiment,Score,Month,,,Category,Category Totals,,,Top 5 Categories:,,,,,,Unique Categories,Frequency,,,,Month,No of posts,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,scared,7/12/20 16:41,negative,15,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,cherish,11/13/20 23:44,positive,70,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,worried,9/8/20 23:38,negative,12,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,interested,1/3/21 20:17,positive,30,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,scared,6/30/20 9:35,negative,15,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,worried,10/3/20 5:45,negative,12,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,peeking,9/30/20 6:54,neutral,35,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,adore,4/9/21 3:19,positive,72,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,adore,3/12/21 14:08,positive,72,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259cd56f-b017-4a41-81a7-f26ce9b35092,video,culture,cherish,3/4/21 4:56,positive,70,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,like,12/19/20 5:42,positive,50,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,disgust,2/24/21 3:44,negative,0,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,indifferent,7/21/20 3:06,neutral,20,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,heart,12/22/20 3:22,positive,60,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,super love,12/24/20 13:08,positive,75,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,dislike,9/20/20 19:56,negative,10,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,interested,11/5/20 19:47,positive,30,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,heart,5/27/21 23:09,positive,60,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,11/24/20 19:10,negative,0,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,interested,1/22/21 18:16,positive,30,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,hate,3/8/21 4:44,negative,5,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,scared,4/22/21 0:50,negative,15,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,dislike,10/23/20 20:46,negative,10,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,1/22/21 16:02,negative,0,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,hate,8/22/20 9:38,negative,5,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,3/28/21 13:07,negative,0,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,super love,3/21/21 15:58,positive,75,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,cherish,10/18/20 8:02,positive,70,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,adore,12/1/20 12:42,positive,72,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,love,5/31/21 12:22,positive,65,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,scared,6/1/21 12:52,negative,15,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,hate,12/21/20 2:17,negative,5,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,scared,1/21/21 17:54,negative,15,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,hate,4/20/21 12:29,negative,5,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,peeking,3/5/21 9:20,neutral,35,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,hate,12/1/20 18:29,negative,5,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,cherish,12/11/20 6:22,positive,70,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,hate,4/12/21 22:58,negative,5,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,scared,12/14/20 3:29,negative,15,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,cherish,6/26/20 2:25,positive,70,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,peeking,4/12/21 6:15,neutral,35,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,intrigued,10/12/20 2:32,positive,45,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,scared,7/10/20 16:07,negative,15,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,dislike,5/14/21 23:08,negative,10,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,dislike,3/17/21 12:08,negative,10,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,heart,6/29/20 10:18,positive,60,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,interested,4/25/21 9:53,positive,30,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,worried,8/30/20 7:39,negative,12,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,hate,8/13/20 9:19,negative,5,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,scared,5/20/21 7:35,negative,15,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,like,7/7/20 6:44,positive,50,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,super love,12/11/20 16:05,positive,75,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,indifferent,8/24/20 17:41,neutral,20,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,indifferent,6/6/21 16:28,neutral,20,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,love,4/2/21 7:32,positive,65,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,worried,7/11/20 4:37,negative,12,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,intrigued,7/24/20 10:25,positive,45,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,peeking,12/11/20 18:03,neutral,35,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,9/3/20 10:59,negative,0,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,hate,5/3/21 9:04,negative,5,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,indifferent,9/25/20 4:54,neutral,20,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,hate,6/10/21 2:21,negative,5,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,love,10/28/20 23:07,positive,65,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,11/10/20 7:27,negative,0,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,heart,5/18/21 1:53,positive,60,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,1/25/21 0:52,negative,0,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,dislike,12/3/20 22:11,negative,10,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,dislike,4/8/21 11:32,negative,10,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,want,4/9/21 19:47,positive,70,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,peeking,1/10/21 2:16,neutral,35,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,cherish,7/12/20 5:43,positive,70,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,like,10/28/20 19:23,positive,50,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,peeking,9/13/20 3:59,neutral,35,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,peeking,9/8/20 7:53,neutral,35,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,cherish,2/1/21 14:10,positive,70,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,scared,3/28/21 21:01,negative,15,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,heart,8/7/20 9:43,positive,60,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,scared,7/10/20 17:56,negative,15,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,dislike,4/20/21 1:25,negative,10,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,love,10/6/20 6:36,positive,65,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,interested,12/11/20 5:09,positive,30,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,want,9/10/20 19:00,positive,70,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,6/26/20 18:09,negative,0,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,adore,10/13/20 19:10,positive,72,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,peeking,8/3/20 19:17,neutral,35,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,like,1/9/21 17:56,positive,50,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,heart,7/12/20 21:16,positive,60,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,hate,4/2/21 6:09,negative,5,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,1/20/21 19:32,negative,0,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,scared,3/29/21 0:19,negative,15,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,want,10/25/20 19:23,positive,70,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,heart,8/23/20 4:16,positive,60,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,worried,7/27/20 10:58,negative,12,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,scared,5/1/21 14:02,negative,15,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,super love,9/3/20 2:11,positive,75,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,indifferent,5/28/21 16:02,neutral,20,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,indifferent,5/19/21 12:21,neutral,20,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,love,11/18/20 6:03,positive,65,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,hate,1/11/21 4:54,negative,5,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,interested,9/5/20 0:18,positive,30,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,interested,4/30/21 18:45,positive,30,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,cherish,12/20/20 0:03,positive,70,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,adore,10/9/20 9:46,positive,72,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,dislike,8/2/20 0:38,negative,10,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,worried,3/2/21 6:19,negative,12,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,intrigued,8/2/20 5:48,positive,45,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,10/24/20 10:08,negative,0,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,love,3/19/21 1:57,positive,65,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,love,2/19/21 4:53,positive,65,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,8/7/20 9:07,negative,0,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,like,7/20/20 10:14,positive,50,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,interested,11/23/20 22:51,positive,30,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,super love,10/26/20 19:54,positive,75,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,want,3/11/21 1:09,positive,70,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,peeking,4/14/21 11:10,neutral,35,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,peeking,3/7/21 5:10,neutral,35,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,indifferent,8/5/20 11:59,neutral,20,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,worried,9/20/20 22:27,negative,12,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,like,4/16/21 14:19,positive,50,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,cherish,6/13/21 9:07,positive,70,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,1/16/21 5:51,negative,0,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,interested,10/13/20 21:13,positive,30,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,love,3/4/21 7:16,positive,65,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,intrigued,2/3/21 2:51,positive,45,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,worried,10/11/20 18:39,negative,12,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,9/21/20 9:10,negative,0,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,peeking,8/16/20 21:42,neutral,35,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,intrigued,3/12/21 12:45,positive,45,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,super love,11/12/20 18:27,positive,75,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,2/4/21 7:27,negative,0,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,like,1/27/21 7:41,positive,50,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,like,3/7/21 0:08,positive,50,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,cherish,12/9/20 11:46,positive,70,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,heart,8/24/20 22:36,positive,60,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,worried,1/31/21 1:25,negative,12,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,want,8/18/20 11:48,positive,70,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,scared,12/26/20 5:20,negative,15,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,5/26/21 13:22,negative,0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,want,8/25/20 20:49,positive,70,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,peeking,10/24/20 4:55,neutral,35,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,adore,5/26/21 20:48,positive,72,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,want,3/17/21 1:02,positive,70,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,hate,11/23/20 4:32,negative,5,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,worried,6/11/21 6:38,negative,12,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,super love,12/17/20 14:19,positive,75,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,interested,1/17/21 9:47,positive,30,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,want,12/16/20 20:35,positive,70,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,heart,2/4/21 0:01,positive,60,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,peeking,6/10/21 22:58,neutral,35,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,scared,1/24/21 23:12,negative,15,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,disgust,12/20/20 1:10,negative,0,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,dislike,5/24/21 6:00,negative,10,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,disgust,6/3/21 2:16,negative,0,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,want,9/2/20 4:42,positive,70,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,dislike,1/16/21 12:04,negative,10,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,intrigued,7/14/20 23:28,positive,45,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,interested,7/7/20 2:23,positive,30,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,peeking,12/15/20 18:27,neutral,35,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
